name,team,team name,division,year,qualified
Tyler Franks,KENN,Kennesaw State University,1,2023,False
Aidan Longwell,KENT,Kent State University,1,2023,False
Ben Cruikshank,KENT,Kent State University,1,2023,True
Benny Roebuck,KENT,Kent State University,1,2023,False
Caden Leonard,KENT,Kent State University,1,2023,False
Calvin Bickerstaff,KENT,Kent State University,1,2023,False
Ciaran Caughey,KENT,Kent State University,1,2023,False
Eric Chalus,KENT,Kent State University,1,2023,True
Jack Kartsonas,KENT,Kent State University,1,2023,False
Jaden Varner,KENT,Kent State University,1,2023,False
Joe Whitman,KENT,Kent State University,1,2023,True
Jordan Kolenda,KENT,Kent State University,1,2023,False
Mitchell Scott,KENT,Kent State University,1,2023,False
Peyton Cariaco,KENT,Kent State University,1,2023,False
Richie Dell,KENT,Kent State University,1,2023,False
Andrew Evans,KSU,Kennesaw State University,1,2023,False
Blake Corsentino,KSU,Kennesaw State University,1,2023,False
Cole Wisenbaker,KSU,Kennesaw State University,1,2023,False
Collin Rothermel,KSU,Kennesaw State University,1,2023,False
Corey Cater,KSU,Kennesaw State University,1,2023,False
Dalton Beck,KSU,Kennesaw State University,1,2023,False
German Fajardo,KSU,Kennesaw State University,1,2023,True
Jackson Wentworth,KSU,Kennesaw State University,1,2023,False
Jared Henry,KSU,Kennesaw State University,1,2023,False
Kyler Heyne,KSU,Kennesaw State University,1,2023,False
Mason Buss,KSU,Kennesaw State University,1,2023,True
Owen Boerema,KSU,Kennesaw State University,1,2023,True
Shay Hartis,KSU,Kennesaw State University,1,2023,False
Trae Robertson,KSU,Kennesaw State University,1,2023,False
Ty Ruhl,KSU,Kennesaw State University,1,2023,True
Tyson Neighbors,KSU,Kennesaw State University,1,2023,True
Andrew Dennis,KU,University of Kansas,1,2023,False
Collin Baumgartner,KU,University of Kansas,1,2023,True
Ethan Bradford,KU,University of Kansas,1,2023,False
Gavin Brasosky,KU,University of Kansas,1,2023,False
Hunter Cashero,KU,University of Kansas,1,2023,True
Hunter Cranton,KU,University of Kansas,1,2023,False
JJ Tylicki,KU,University of Kansas,1,2023,False
Karter Muck,KU,University of Kansas,1,2023,False
Kolby Dougan,KU,University of Kansas,1,2023,False
Parker Grant,KU,University of Kansas,1,2023,False
Sam Ireland,KU,University of Kansas,1,2023,True
Steven Andrews,KU,University of Kansas,1,2023,False
Stone Evers,KU,University of Kansas,1,2023,False
Stone Hewlett,KU,University of Kansas,1,2023,False
Thaniel Trumper,KU,University of Kansas,1,2023,True
Toby Haarer,KU,University of Kansas,1,2023,False
Adam Bogosian,LAF,Lafayette College,1,2023,True
Alex Walsh,LAF,Lafayette College,1,2023,True
Antonio Correa,LAF,Lafayette College,1,2023,False
Bo Planeta,LAF,Lafayette College,1,2023,False
Chase Barley,LAF,Lafayette College,1,2023,False
Drew Smiley,LAF,Lafayette College,1,2023,False
Dylan Siesky,LAF,Lafayette College,1,2023,False
Jack McMullen,LAF,Lafayette College,1,2023,False
Jacob Maurer,LAF,Lafayette College,1,2023,False
James Aselta,LAF,Lafayette College,1,2023,False
James Reese,LAF,Lafayette College,1,2023,False
Joe Pence,LAF,Lafayette College,1,2023,False
Joe Skapinetz,LAF,Lafayette College,1,2023,False
Kyle Chmielewski,LAF,Lafayette College,1,2023,False
Luke Craytor,LAF,Lafayette College,1,2023,True
Pat Walega,LAF,Lafayette College,1,2023,False
Seif Ingram,LAF,Lafayette College,1,2023,False
Trace Florio,LAF,Lafayette College,1,2023,False
Adam Davis,LAM,Lamar University,1,2023,False
Andres Perez,LAM,Lamar University,1,2023,False
Antonio Escano,LAM,Lamar University,1,2023,False
Brooks Caple,LAM,Lamar University,1,2023,True
Daniel Cole,LAM,Lamar University,1,2023,False
Ethan Oceguera,LAM,Lamar University,1,2023,False
Foster Kreuzer,LAM,Lamar University,1,2023,False
Gavin Green,LAM,Lamar University,1,2023,False
Hunter Hesseltine,LAM,Lamar University,1,2023,True
Jackson Cleveland,LAM,Lamar University,1,2023,False
Jacob Ellis,LAM,Lamar University,1,2023,True
Jeremy Rivera,LAM,Lamar University,1,2023,False
Kole Tauzin,LAM,Lamar University,1,2023,False
Landon Odom,LAM,Lamar University,1,2023,False
Patrick Hail,LAM,Lamar University,1,2023,False
Quinn Waterhouse,LAM,Lamar University,1,2023,False
Trhea Morse,LAM,Lamar University,1,2023,False
Zach Williams,LAM,Lamar University,1,2023,False
Dalton Ponce,LBSU,Long Beach State University,1,2023,False
Erick Diez,LBSU,Long Beach State University,1,2023,False
Ethan Clough,LBSU,Long Beach State University,1,2023,False
Graham Osman,LBSU,Long Beach State University,1,2023,True
Grant Cherry,LBSU,Long Beach State University,1,2023,False
Jake Rons,LBSU,Long Beach State University,1,2023,False
Jonathan Carlos,LBSU,Long Beach State University,1,2023,False
Josh Haley,LBSU,Long Beach State University,1,2023,False
Julian Orozco,LBSU,Long Beach State University,1,2023,False
Kellan Montgomery,LBSU,Long Beach State University,1,2023,False
Matthew Lorenzano,LBSU,Long Beach State University,1,2023,False
Myles Patton,LBSU,Long Beach State University,1,2023,False
Nathen Morris,LBSU,Long Beach State University,1,2023,False
Nick Wallerstedt,LBSU,Long Beach State University,1,2023,False
Nico Zeglin,LBSU,Long Beach State University,1,2023,True
Sky Wells,LBSU,Long Beach State University,1,2023,False
Will Levine,LBSU,Long Beach State University,1,2023,False
Alex Bouchard,LEH,Lehigh University,1,2023,True
Anthony Gonzalez,LEH,Lehigh University,1,2023,False
Ben Christian,LEH,Lehigh University,1,2023,False
Brandon Coughlin,LEH,Lehigh University,1,2023,False
Casey Rother,LEH,Lehigh University,1,2023,False
Cole Leaman,LEH,Lehigh University,1,2023,False
David Andolina,LEH,Lehigh University,1,2023,False
Jack Frankovic,LEH,Lehigh University,1,2023,False
Jack Hamilton,LEH,Lehigh University,1,2023,False
Lucas Rich,LEH,Lehigh University,1,2023,False
Luke Rettig,LEH,Lehigh University,1,2023,True
Marcus Danchision,LEH,Lehigh University,1,2023,False
Najir Glenn,LEH,Lehigh University,1,2023,False
Rafe Perich,LEH,Lehigh University,1,2023,False
Ryan Deom,LEH,Lehigh University,1,2023,False
Ryan Mullock,LEH,Lehigh University,1,2023,False
Shane ONeill,LEH,Lehigh University,1,2023,False
Teddy Tolliver,LEH,Lehigh University,1,2023,True
Tommy Lamar,LEH,Lehigh University,1,2023,False
Tyler Thompson,LEH,Lehigh University,1,2023,False
Val Taddei,LEH,Lehigh University,1,2023,False
Will Grisack,LEH,Lehigh University,1,2023,False
Cole Garrett,LIB,Liberty University,1,2023,False
Cole Hertzler,LIB,Liberty University,1,2023,False
David Erickson,LIB,Liberty University,1,2023,False
Garrett Gainey,LIB,Liberty University,1,2023,True
Garrett Horn,LIB,Liberty University,1,2023,True
Graham Edwards,LIB,Liberty University,1,2023,False
Gray Betts,LIB,Liberty University,1,2023,False
Jeremy Beamon,LIB,Liberty University,1,2023,False
Mikey Tepper,LIB,Liberty University,1,2023,True
Nick Moran,LIB,Liberty University,1,2023,False
Nick Willard,LIB,Liberty University,1,2023,False
Ryan Butler,LIB,Liberty University,1,2023,False
Talor Grubbs,LIB,Liberty University,1,2023,False
Todd Hudson,LIB,Liberty University,1,2023,False
Trey Carter,LIB,Liberty University,1,2023,True
Trey Cooper,LIB,Liberty University,1,2023,False
Tyler Germanowski,LIB,Liberty University,1,2023,False
Aaron Jungers,LIN,Lindenwood University,1,2023,False
Bennett Stice,LIN,Lindenwood University,1,2023,False
Brody Roach,LIN,Lindenwood University,1,2023,False
Carson Subbert,LIN,Lindenwood University,1,2023,False
Dalton Boruff,LIN,Lindenwood University,1,2023,False
Easton Rakers,LIN,Lindenwood University,1,2023,False
Eli Brown,LIN,Lindenwood University,1,2023,True
Graham Breite,LIN,Lindenwood University,1,2023,False
Jacob Brown,LIN,Lindenwood University,1,2023,False
Jett Jackson,LIN,Lindenwood University,1,2023,False
Josh Newell,LIN,Lindenwood University,1,2023,False
Matt James,LIN,Lindenwood University,1,2023,False
Matthew Haley,LIN,Lindenwood University,1,2023,False
Michael Walsh,LIN,Lindenwood University,1,2023,False
Preston Salazar,LIN,Lindenwood University,1,2023,True
Alex Brewer,LIP,Lipscomb University,1,2023,False
Ben Wilson,LIP,Lipscomb University,1,2023,False
Braydon Tucker,LIP,Lipscomb University,1,2023,True
Bryce Houghton,LIP,Lipscomb University,1,2023,False
Chandler Giles,LIP,Lipscomb University,1,2023,False
Collin Witzke,LIP,Lipscomb University,1,2023,False
Ethan Smith,LIP,Lipscomb University,1,2023,False
Evan Harmon,LIP,Lipscomb University,1,2023,False
Hayden Frank,LIP,Lipscomb University,1,2023,False
Joey Mitchell,LIP,Lipscomb University,1,2023,False
Kaleb Kantola,LIP,Lipscomb University,1,2023,False
Logan Van Treeck,LIP,Lipscomb University,1,2023,True
Matthew Bohnert,LIP,Lipscomb University,1,2023,False
Michael Dunkelberger,LIP,Lipscomb University,1,2023,True
Noah Thompson,LIP,Lipscomb University,1,2023,True
Patrick Williams,LIP,Lipscomb University,1,2023,False
Tyler Legere,LIP,Lipscomb University,1,2023,False
Alec Huertas,LIU,Long Island University,1,2023,True
Chris Buehler,LIU,Long Island University,1,2023,False
Chris Mazza,LIU,Long Island University,1,2023,False
Chris Polemeni,LIU,Long Island University,1,2023,False
Dominic Pieto,LIU,Long Island University,1,2023,True
Evan Panjwani,LIU,Long Island University,1,2023,False
Garrett Yawn,LIU,Long Island University,1,2023,True
Jack VanDoran,LIU,Long Island University,1,2023,False
James Steindl,LIU,Long Island University,1,2023,False
Justin DeCastro,LIU,Long Island University,1,2023,False
Michael Storms,LIU,Long Island University,1,2023,False
PJ Moritz,LIU,Long Island University,1,2023,False
RJ Latkowski,LIU,Long Island University,1,2023,False
Ryun Cross,LIU,Long Island University,1,2023,False
Shane Tucker,LIU,Long Island University,1,2023,False
Tatsuya Uemoto,LIU,Long Island University,1,2023,False
Ty McInnes,LIU,Long Island University,1,2023,False
Austin Schroeder,LMU,Loyola Marymount University,1,2023,False
Chaz McRoberts,LMU,Loyola Marymount University,1,2023,False
Christian Miranda,LMU,Loyola Marymount University,1,2023,False
Cole Chimenti,LMU,Loyola Marymount University,1,2023,False
Cole Clark,LMU,Loyola Marymount University,1,2023,False
Conner Kershaw,LMU,Loyola Marymount University,1,2023,False
Connor Blough,LMU,Loyola Marymount University,1,2023,False
David Chase,LMU,Loyola Marymount University,1,2023,False
David Watson,LMU,Loyola Marymount University,1,2023,False
Diego Barrera,LMU,Loyola Marymount University,1,2023,True
Jimmy Galicia,LMU,Loyola Marymount University,1,2023,False
Kolby Schiffer,LMU,Loyola Marymount University,1,2023,False
Logan Hurd,LMU,Loyola Marymount University,1,2023,False
Merrick Baldo,LMU,Loyola Marymount University,1,2023,False
Michael Nunez,LMU,Loyola Marymount University,1,2023,False
Owen Hackman,LMU,Loyola Marymount University,1,2023,True
Ryan Mullan,LMU,Loyola Marymount University,1,2023,False
Ryan Towers,LMU,Loyola Marymount University,1,2023,False
Seamus Barrett,LMU,Loyola Marymount University,1,2023,False
Will Grimm,LMU,Loyola Marymount University,1,2023,False
Zach Kirby,LMU,Loyola Marymount University,1,2023,True
Aidan Vanvickle,LONG,Longwood University,1,2023,False
Andrew Melnyk,LONG,Longwood University,1,2023,False
Andrew Potojecki,LONG,Longwood University,1,2023,True
Brenton Fisher,LONG,Longwood University,1,2023,False
Cole Taylor,LONG,Longwood University,1,2023,False
Dallas Hairfield,LONG,Longwood University,1,2023,False
Dominick DErcole,LONG,Longwood University,1,2023,False
Dylan Saale,LONG,Longwood University,1,2023,False
Ethan Walker,LONG,Longwood University,1,2023,False
Guillermo Garcia Jr.,LONG,Longwood University,1,2023,False
Kevin Warunek,LONG,Longwood University,1,2023,False
Logan Berrier,LONG,Longwood University,1,2023,True
Loy Hickmon,LONG,Longwood University,1,2023,False
Michael Dolberry,LONG,Longwood University,1,2023,False
Michael Tolson,LONG,Longwood University,1,2023,False
Ried Dittner,LONG,Longwood University,1,2023,False
Ryan Miller,LONG,Longwood University,1,2023,True
Sean Gibbons,LONG,Longwood University,1,2023,False
Wyatt Bunch,LONG,Longwood University,1,2023,False
Alex Galvan,LOU,University of Louisville,1,2023,False
Ben Wiegman,LOU,University of Louisville,1,2023,False
Cameron Robinson,LOU,University of Louisville,1,2023,False
Carson Liggett,LOU,University of Louisville,1,2023,True
Evan Webster,LOU,University of Louisville,1,2023,False
Greg Farone,LOU,University of Louisville,1,2023,True
Justin West,LOU,University of Louisville,1,2023,False
Kade Grundy,LOU,University of Louisville,1,2023,False
Kaleb Corbett,LOU,University of Louisville,1,2023,False
Kayden Campbell,LOU,University of Louisville,1,2023,False
Patrick Forbes,LOU,University of Louisville,1,2023,False
Riley Phillips,LOU,University of Louisville,1,2023,False
Ryan Hawks,LOU,University of Louisville,1,2023,True
Tate Kuehner,LOU,University of Louisville,1,2023,False
Tucker Biven,LOU,University of Louisville,1,2023,False
Will Koger,LOU,University of Louisville,1,2023,False
Wyatt Danilowicz,LOU,University of Louisville,1,2023,False
Aidan Garrett,LR,Little Rock University,1,2023,False
Austin Stubber,LR,Little Rock University,1,2023,True
Calvin Hunt,LR,Little Rock University,1,2023,False
Camden Sargent,LR,Little Rock University,1,2023,False
Chance Vaught,LR,Little Rock University,1,2023,False
Erik McKnight,LR,Little Rock University,1,2023,False
Hoss Brewer,LR,Little Rock University,1,2023,True
Jackson Wells,LR,Little Rock University,1,2023,True
Jacob Weatherley,LR,Little Rock University,1,2023,True
Lukas Frers,LR,Little Rock University,1,2023,False
Malcolm Brown,LR,Little Rock University,1,2023,False
Nelson Smith,LR,Little Rock University,1,2023,False
Noah Burkey,LR,Little Rock University,1,2023,True
Preston Davis,LR,Little Rock University,1,2023,False
Scott McDonough,LR,Little Rock University,1,2023,False
Zane Neves,LR,Little Rock University,1,2023,False
Aiden Moffett,LSU,Louisiana State University,1,2023,False
Blake Money,LSU,Louisiana State University,1,2023,False
Bryce Collins,LSU,Louisiana State University,1,2023,False
Chase Shores,LSU,Louisiana State University,1,2023,False
Christian Little,LSU,Louisiana State University,1,2023,False
Garrett Edwards,LSU,Louisiana State University,1,2023,False
Gavin Guidry,LSU,Louisiana State University,1,2023,False
Griffin Herring,LSU,Louisiana State University,1,2023,False
Javen Coleman,LSU,Louisiana State University,1,2023,False
Micah Bucknam,LSU,Louisiana State University,1,2023,False
Nate Ackenhausen,LSU,Louisiana State University,1,2023,False
Paul Skenes,LSU,Louisiana State University,1,2023,True
Riley Cooper,LSU,Louisiana State University,1,2023,True
Samuel Dutton,LSU,Louisiana State University,1,2023,False
Thatcher Hurd,LSU,Louisiana State University,1,2023,True
Ty Floyd,LSU,Louisiana State University,1,2023,True
Will Hellmers,LSU,Louisiana State University,1,2023,False
Alec Sparks,LT,Louisiana Tech University,1,2023,True
Caden Copeland,LT,Louisiana Tech University,1,2023,False
Ethan Bates,LT,Louisiana Tech University,1,2023,False
Grant Hubka,LT,Louisiana Tech University,1,2023,False
Greg Martinez,LT,Louisiana Tech University,1,2023,False
Isaac Crabb,LT,Louisiana Tech University,1,2023,False
Jacob Havern,LT,Louisiana Tech University,1,2023,False
Jonathan Fincher,LT,Louisiana Tech University,1,2023,True
Justin Williams,LT,Louisiana Tech University,1,2023,False
Landon Tomkins,LT,Louisiana Tech University,1,2023,True
Nick Fraginals,LT,Louisiana Tech University,1,2023,False
Rawley Hector,LT,Louisiana Tech University,1,2023,False
Reed Smith,LT,Louisiana Tech University,1,2023,True
Ryan Harland,LT,Louisiana Tech University,1,2023,True
Tanner Knight,LT,Louisiana Tech University,1,2023,False
Carson Byers,M-OH,Miami University-Ohio,1,2023,False
Connor Oliver,M-OH,Miami University-Ohio,1,2023,True
Connor Preisel,M-OH,Miami University-Ohio,1,2023,False
Costa Sirounis,M-OH,Miami University-Ohio,1,2023,False
Hudson Leach,M-OH,Miami University-Ohio,1,2023,False
Kenten Egbert,M-OH,Miami University-Ohio,1,2023,True
Landen Looper,M-OH,Miami University-Ohio,1,2023,False
Lawson Blackmore,M-OH,Miami University-Ohio,1,2023,False
Lazaro Marquez,M-OH,Miami University-Ohio,1,2023,False
Luke Ross,M-OH,Miami University-Ohio,1,2023,False
Martin Sosna,M-OH,Miami University-Ohio,1,2023,False
Nick Vardavas,M-OH,Miami University-Ohio,1,2023,False
Patrick Mastrian IV,M-OH,Miami University-Ohio,1,2023,False
Tyler Chadwick,M-OH,Miami University-Ohio,1,2023,False
Tyler Galyean,M-OH,Miami University-Ohio,1,2023,False
Zach Maxey,M-OH,Miami University-Ohio,1,2023,True
Connor ONeill,MAN,Manhattan College,1,2023,True
Darien Rorabeck,MAN,Manhattan College,1,2023,False
Garret Garbinski,MAN,Manhattan College,1,2023,False
Greg Shaw,MAN,Manhattan College,1,2023,False
Jack Mahoney,MAN,Manhattan College,1,2023,False
